County;Year;Month;Volume per capita;County Coordinates
Winneshiek;2013;1;0.08455466;(43.2906746, -91.8437074)
Woodbury;2013;1;0.109758794;(42.3897169, -96.0447673)
Worth;2013;1;0.048432288;(43.3773984, -93.2608476)
Wright;2013;1;0.071613251;(42.7331189, -93.7351465)
Adair;2013;2;0.075425748;(41.3307464, -94.4709413)
Adams;2013;2;0.032325283;(41.0289839, -94.6991849)
Allamakee;2013;2;0.085055156;(43.2842838, -91.3780923)
Appanoose;2013;2;0.076516996;(40.7431635, -92.8686104)
Audubon;2013;2;0.047474834;(41.6845893, -94.9058222)
Benton;2013;2;0.04021318;(42.0801864, -92.0656912)
Black Hawk;2013;2;0.153482275;(42.4700957, -92.3088197)
Boone;2013;2;0.119095613;(42.0365493, -93.931671)
Bremer;2013;2;0.09474708;(42.7745873, -92.3180548)
Buchanan;2013;2;0.090232558;(42.4707777, -91.8378392)
Buena Vista;2013;2;0.134282942;(42.7354936, -95.151149)
Butler;2013;2;0.02745026;(42.7315661, -92.7901934)
Calhoun;2013;2;0.059060416;(42.3851848, -94.6404136)
Carroll;2013;2;0.132636089;(42.0362382, -94.8605593)
Cass;2013;2;0.126691724;(41.3314876, -94.9278266)
Cedar;2013;2;0.036807882;(41.7723207, -91.1324125)
Cerro Gordo;2013;2;0.163446406;(43.0815577, -93.2608184)
Cherokee;2013;2;0.093055228;(42.7356226, -95.6238055)
Chickasaw;2013;2;0.044682915;(43.0600414, -92.3176637)
Clarke;2013;2;0.092088697;(41.0290323, -93.7851579)
Clay;2013;2;0.148152293;(43.0825804, -95.1509194)
Clayton;2013;2;0.034889838;(42.8447493, -91.3414328)
Clinton;2013;2;0.099952553;(41.8980358, -90.5319724)
Crawford;2013;2;0.108638641;(42.0372125, -95.3819678)
Dallas;2013;2;0.069330857;(41.6848862, -94.0397374)
Davis;2013;2;0.019689781;(40.7476891, -92.4097173)
Decatur;2013;2;0.028161774;(40.7376827, -93.7862815)
Delaware;2013;2;0.078946796;(42.471211, -91.3673502)
Des Moines;2013;2;0.105668755;(40.9231829, -91.1814707)
Dickinson;2013;2;0.191490875;(43.3779848, -95.1508301)
Dubuque;2013;2;0.12359826;(42.468832, -90.8824564)
Emmet;2013;2;0.134522287;(43.3780225, -94.6784803)
Fayette;2013;2;0.100635122;(42.8625919, -91.8443207)
Floyd;2013;2;0.11446648;(43.0599208, -92.7890033)
Franklin;2013;2;0.075674852;(42.7325458, -93.262473)
Fremont;2013;2;0.002297794;(40.7455892, -95.6046765)
Greene;2013;2;0.05127102;(42.0362394, -94.3968356)
Grundy;2013;2;0.038453374;(42.4018651, -92.7914177)
Guthrie;2013;2;0.037397132;(41.6837548, -94.501055)
Hamilton;2013;2;0.085874185;(42.3837722, -93.7068085)
Hancock;2013;2;0.040638642;(43.0818861, -93.7342723)
Hardin;2013;2;0.152885999;(42.3838803, -93.2404025)
Harrison;2013;2;0.037252211;(41.6828528, -95.8169209)
Henry;2013;2;0.072757742;(40.9879383, -91.5445241)
Howard;2013;2;0.121252649;(43.3567673, -92.3171989)
Humboldt;2013;2;0.1221467;(42.7764686, -94.2071868)
Ida;2013;2;0.099917998;(42.3868747, -95.5134962)
Iowa;2013;2;0.153322071;(41.6863229, -92.065524)
Jackson;2013;2;0.085730907;(42.1717426, -90.5742294)
Jasper;2013;2;0.075544692;(41.6860394, -93.053765)
Jefferson;2013;2;0.052294249;(41.0317596, -91.9488774)
Johnson;2013;2;0.139535348;(41.6715511, -91.5880849)
Jones;2013;2;0.090790423;(42.1212397, -91.1314352)
Keokuk;2013;2;0.020772059;(41.336465, -92.1786426)
Kossuth;2013;2;0.175888149;(43.20413, -94.2067199)
Lee;2013;2;0.108275852;(40.6419764, -91.479264)
Linn;2013;2;0.144732398;(42.0789478, -91.5989646)
Louisa;2013;2;0.02932163;(41.2185073, -91.2596184)
Lucas;2013;2;0.107263412;(41.0293738, -93.3277207)
Lyon;2013;2;0.071384352;(43.380497, -96.2102924)
Madison;2013;2;0.058632633;(41.3307142, -94.0155619)
Mahaska;2013;2;0.057739344;(41.3352035, -92.6409094)
Marion;2013;2;0.078365041;(41.3344515, -93.0994367)
Marshall;2013;2;0.08567668;(42.0358499, -92.9987706)
Mills;2013;2;0.041135037;(41.0334523, -95.6213267)
Mitchell;2013;2;0.076490669;(43.3564124, -92.7890315)
Monona;2013;2;0.087830084;(42.0516663, -95.9599235)
Monroe;2013;2;0.037592128;(41.0297826, -92.8689877)
Montgomery;2013;2;0.088224488;(41.03014, -95.1563758)
Muscatine;2013;2;0.084884116;(41.4839221, -91.1127562)
O'Brien;2013;2;0.132128311;(43.0837527, -95.6248784)
Osceola;2013;2;0.054602054;(43.3785704, -95.6236852)
Page;2013;2;0.100107756;(40.7391444, -95.1501747)
Palo Alto;2013;2;0.114669724;(43.0820643, -94.6781371)
Plymouth;2013;2;0.089329748;(42.7378346, -96.2140431)
Pocahontas;2013;2;0.103524613;(42.7341351, -94.6787466)
Polk;2013;2;0.148307421;(41.6855048, -93.5735335)
Pottawattamie;2013;2;0.134657365;(41.3366123, -95.5423935)
Poweshiek;2013;2;0.107862871;(41.6864422, -92.5314684)
Ringgold;2013;2;0.037880981;(40.7352023, -94.2439719)
Sac;2013;2;0.0779376;(42.3862604, -95.1053946)
Scott;2013;2;0.139565123;(41.6370978, -90.6232428)
Shelby;2013;2;0.075935766;(41.6850926, -95.3102113)
Sioux;2013;2;0.084930632;(43.0826174, -96.1778827)
Story;2013;2;0.122790118;(42.0362415, -93.4650448)
Tama;2013;2;0.051227265;(42.0798117, -92.5325425)
Taylor;2013;2;0.024627369;(40.7374324, -94.6964148)
Union;2013;2;0.111373047;(41.0277304, -94.2423792)
Van Buren;2013;2;0.031055533;(40.7532294, -91.9499871)
Wapello;2013;2;0.103844224;(41.0305845, -92.4094499)
Warren;2013;2;0.057399045;(41.3343735, -93.5613594)
Washington;2013;2;0.08092612;(41.335591, -91.7178676)
Wayne;2013;2;0.032300219;(40.7394702, -93.3273639)
Webster;2013;2;0.117571559;(42.4279662, -94.1817881)
Winnebago;2013;2;0.10311606;(43.3775678, -93.7341955)
Winneshiek;2013;2;0.094022459;(43.2906746, -91.8437074)
Woodbury;2013;2;0.109972406;(42.3897169, -96.0447673)
Worth;2013;2;0.048968646;(43.3773984, -93.2608476)
Wright;2013;2;0.082171032;(42.7331189, -93.7351465)
Adair;2013;3;0.086441045;(41.3307464, -94.4709413)
Adams;2013;3;0.039447585;(41.0289839, -94.6991849)
Allamakee;2013;3;0.083458829;(43.2842838, -91.3780923)
Appanoose;2013;3;0.108543874;(40.7431635, -92.8686104)
Audubon;2013;3;0.035995564;(41.6845893, -94.9058222)
Benton;2013;3;0.037873648;(42.0801864, -92.0656912)
Black Hawk;2013;3;0.159115913;(42.4700957, -92.3088197)
Boone;2013;3;0.07930982;(42.0365493, -93.931671)
Bremer;2013;3;0.100984821;(42.7745873, -92.3180548)
Buchanan;2013;3;0.092466828;(42.4707777, -91.8378392)
Buena Vista;2013;3;0.099303804;(42.7354936, -95.151149)
Butler;2013;3;0.028566564;(42.7315661, -92.7901934)
Calhoun;2013;3;0.054624166;(42.3851848, -94.6404136)
Carroll;2013;3;0.116016165;(42.0362382, -94.8605593)
Cass;2013;3;0.092515292;(41.3314876, -94.9278266)
Cedar;2013;3;0.033238095;(41.7723207, -91.1324125)
Cerro Gordo;2013;3;0.164219296;(43.0815577, -93.2608184)
Cherokee;2013;3;0.099801313;(42.7356226, -95.6238055)
Chickasaw;2013;3;0.049304695;(43.0600414, -92.3176637)
Clarke;2013;3;0.079088156;(41.0290323, -93.7851579)
Clay;2013;3;0.123680209;(43.0825804, -95.1509194)
Clayton;2013;3;0.046839029;(42.8447493, -91.3414328)
Clinton;2013;3;0.102541024;(41.8980358, -90.5319724)
Crawford;2013;3;0.094322488;(42.0372125, -95.3819678)
Dallas;2013;3;0.061433821;(41.6848862, -94.0397374)
Davis;2013;3;0.019743385;(40.7476891, -92.4097173)
Decatur;2013;3;0.02726276;(40.7376827, -93.7862815)
Delaware;2013;3;0.070907165;(42.471211, -91.3673502)
Des Moines;2013;3;0.10863302;(40.9231829, -91.1814707)
Dickinson;2013;3;0.225197322;(43.3779848, -95.1508301)
Dubuque;2013;3;0.113546951;(42.468832, -90.8824564)
Emmet;2013;3;0.111130064;(43.3780225, -94.6784803)
Fayette;2013;3;0.081657073;(42.8625919, -91.8443207)
Floyd;2013;3;0.093347053;(43.0599208, -92.7890033)
Franklin;2013;3;0.064977156;(42.7325458, -93.262473)
Fremont;2013;3;0.010822964;(40.7455892, -95.6046765)
Greene;2013;3;0.05620332;(42.0362394, -94.3968356)
Grundy;2013;3;0.034093818;(42.4018651, -92.7914177)
Guthrie;2013;3;0.034156903;(41.6837548, -94.501055)
Hamilton;2013;3;0.075584746;(42.3837722, -93.7068085)
Hancock;2013;3;0.04885296;(43.0818861, -93.7342723)
Hardin;2013;3;0.135475053;(42.3838803, -93.2404025)
Harrison;2013;3;0.047802466;(41.6828528, -95.8169209)
Henry;2013;3;0.069613387;(40.9879383, -91.5445241)
Howard;2013;3;0.121544086;(43.3567673, -92.3171989)
Humboldt;2013;3;0.087692944;(42.7764686, -94.2071868)
Ida;2013;3;0.095272162;(42.3868747, -95.5134962)
Iowa;2013;3;0.144428405;(41.6863229, -92.065524)
Jackson;2013;3;0.096962071;(42.1717426, -90.5742294)
Jasper;2013;3;0.069175881;(41.6860394, -93.053765)
Jefferson;2013;3;0.054465132;(41.0317596, -91.9488774)
Johnson;2013;3;0.12470509;(41.6715511, -91.5880849)
Jones;2013;3;0.080877706;(42.1212397, -91.1314352)
Keokuk;2013;3;0.016393189;(41.336465, -92.1786426)
Kossuth;2013;3;0.156365831;(43.20413, -94.2067199)
Lee;2013;3;0.123425871;(40.6419764, -91.479264)
Linn;2013;3;0.153184915;(42.0789478, -91.5989646)
Louisa;2013;3;0.031352329;(41.2185073, -91.2596184)
Lucas;2013;3;0.049212526;(41.0293738, -93.3277207)
Lyon;2013;3;0.069293715;(43.380497, -96.2102924)
Madison;2013;3;0.057454604;(41.3307142, -94.0155619)
Mahaska;2013;3;0.062239232;(41.3352035, -92.6409094)
Marion;2013;3;0.072221448;(41.3344515, -93.0994367)
Marshall;2013;3;0.088399531;(42.0358499, -92.9987706)
Mills;2013;3;0.036604951;(41.0334523, -95.6213267)
Mitchell;2013;3;0.066400638;(43.3564124, -92.7890315)
Monona;2013;3;0.083921134;(42.0516663, -95.9599235)
Monroe;2013;3;0.047721233;(41.0297826, -92.8689877)
Montgomery;2013;3;0.075768972;(41.03014, -95.1563758)
Muscatine;2013;3;0.090395984;(41.4839221, -91.1127562)
O'Brien;2013;3;0.13083808;(43.0837527, -95.6248784)
Osceola;2013;3;0.062658858;(43.3785704, -95.6236852)
Page;2013;3;0.093996645;(40.7391444, -95.1501747)
Palo Alto;2013;3;0.127023693;(43.0820643, -94.6781371)
Plymouth;2013;3;0.079310483;(42.7378346, -96.2140431)
Pocahontas;2013;3;0.087476793;(42.7341351, -94.6787466)
Polk;2013;3;0.152185022;(41.6855048, -93.5735335)
Pottawattamie;2013;3;0.137886973;(41.3366123, -95.5423935)
Poweshiek;2013;3;0.098036166;(41.6864422, -92.5314684)
Ringgold;2013;3;0.030490551;(40.7352023, -94.2439719)
Sac;2013;3;0.069191587;(42.3862604, -95.1053946)
Scott;2013;3;0.146855431;(41.6370978, -90.6232428)
Shelby;2013;3;0.068843955;(41.6850926, -95.3102113)
Sioux;2013;3;0.053148256;(43.0826174, -96.1778827)
Story;2013;3;0.105894909;(42.0362415, -93.4650448)
Tama;2013;3;0.041572666;(42.0798117, -92.5325425)
Taylor;2013;3;0.024569547;(40.7374324, -94.6964148)
Union;2013;3;0.109339256;(41.0277304, -94.2423792)
Van Buren;2013;3;0.040223208;(40.7532294, -91.9499871)
Wapello;2013;3;0.103925128;(41.0305845, -92.4094499)
Warren;2013;3;0.052675298;(41.3343735, -93.5613594)
Washington;2013;3;0.070842715;(41.335591, -91.7178676)
Wayne;2013;3;0.038965841;(40.7394702, -93.3273639)
Webster;2013;3;0.107051351;(42.4279662, -94.1817881)
Winnebago;2013;3;0.103099741;(43.3775678, -93.7341955)
Winneshiek;2013;3;0.091544294;(43.2906746, -91.8437074)
Woodbury;2013;3;0.115741768;(42.3897169, -96.0447673)
Worth;2013;3;0.039356905;(43.3773984, -93.2608476)
Wright;2013;3;0.075805085;(42.7331189, -93.7351465)
Adair;2013;4;0.100477867;(41.3307464, -94.4709413)
Adams;2013;4;0.047394656;(41.0289839, -94.6991849)
Allamakee;2013;4;0.106216639;(43.2842838, -91.3780923)
Appanoose;2013;4;0.08452332;(40.7431635, -92.8686104)
Audubon;2013;4;0.058807371;(41.6845893, -94.9058222)
Benton;2013;4;0.038553645;(42.0801864, -92.0656912)
Black Hawk;2013;4;0.194482042;(42.4700957, -92.3088197)
Boone;2013;4;0.109297645;(42.0365493, -93.931671)
Bremer;2013;4;0.134988809;(42.7745873, -92.3180548)
Buchanan;2013;4;0.092752651;(42.4707777, -91.8378392)
Buena Vista;2013;4;0.111220163;(42.7354936, -95.151149)
Butler;2013;4;0.035066097;(42.7315661, -92.7901934)
Calhoun;2013;4;0.060526369;(42.3851848, -94.6404136)
Carroll;2013;4;0.219137209;(42.0362382, -94.8605593)
Cass;2013;4;0.157738227;(41.3314876, -94.9278266)
Cedar;2013;4;0.034755337;(41.7723207, -91.1324125)
Cerro Gordo;2013;4;0.246139226;(43.0815577, -93.2608184)
Cherokee;2013;4;0.106573497;(42.7356226, -95.6238055)
Chickasaw;2013;4;0.056229214;(43.0600414, -92.3176637)
Clarke;2013;4;0.109285019;(41.0290323, -93.7851579)
Clay;2013;4;0.168017881;(43.0825804, -95.1509194)
Clayton;2013;4;0.054464366;(42.8447493, -91.3414328)
Clinton;2013;4;0.13308698;(41.8980358, -90.5319724)
Crawford;2013;4;0.086763605;(42.0372125, -95.3819678)
Dallas;2013;4;0.108796264;(41.6848862, -94.0397374)
Davis;2013;4;0.018537865;(40.7476891, -92.4097173)
Decatur;2013;4;0.033485199;(40.7376827, -93.7862815)
Delaware;2013;4;0.097521333;(42.471211, -91.3673502)
Des Moines;2013;4;0.14821624;(40.9231829, -91.1814707)
Dickinson;2013;4;0.31966165;(43.3779848, -95.1508301)
Dubuque;2013;4;0.134850346;(42.468832, -90.8824564)
Emmet;2013;4;0.109565438;(43.3780225, -94.6784803)
Fayette;2013;4;0.123304878;(42.8625919, -91.8443207)
Floyd;2013;4;0.12700343;(43.0599208, -92.7890033)
Franklin;2013;4;0.091836094;(42.7325458, -93.262473)
Greene;2013;4;0.062801922;(42.0362394, -94.3968356)
Grundy;2013;4;0.060345135;(42.4018651, -92.7914177)
Guthrie;2013;4;0.041296279;(41.6837548, -94.501055)
Hamilton;2013;4;0.107574967;(42.3837722, -93.7068085)
Hancock;2013;4;0.045663343;(43.0818861, -93.7342723)
Hardin;2013;4;0.185458365;(42.3838803, -93.2404025)
Harrison;2013;4;0.045798565;(41.6828528, -95.8169209)
Henry;2013;4;0.071813686;(40.9879383, -91.5445241)
Howard;2013;4;0.163664688;(43.3567673, -92.3171989)
Humboldt;2013;4;0.088880612;(42.7764686, -94.2071868)
Ida;2013;4;0.09002969;(42.3868747, -95.5134962)
Iowa;2013;4;0.158843295;(41.6863229, -92.065524)
Jackson;2013;4;0.109617119;(42.1717426, -90.5742294)
Jasper;2013;4;0.073449262;(41.6860394, -93.053765)
Jefferson;2013;4;0.092061226;(41.0317596, -91.9488774)
Johnson;2013;4;0.187114348;(41.6715511, -91.5880849)
Jones;2013;4;0.119937585;(42.1212397, -91.1314352)
Keokuk;2013;4;0.031787926;(41.336465, -92.1786426)
Kossuth;2013;4;0.173750979;(43.20413, -94.2067199)
Lee;2013;4;0.179665333;(40.6419764, -91.479264)
Linn;2013;4;0.159064675;(42.0789478, -91.5989646)
Louisa;2013;4;0.030077629;(41.2185073, -91.2596184)
Lucas;2013;4;0.06696408;(41.0293738, -93.3277207)
Lyon;2013;4;0.072645575;(43.380497, -96.2102924)
Madison;2013;4;0.083278837;(41.3307142, -94.0155619)
Mahaska;2013;4;0.054149074;(41.3352035, -92.6409094)
Marion;2013;4;0.084150863;(41.3344515, -93.0994367)
Marshall;2013;4;0.114844915;(42.0358499, -92.9987706)
Mills;2013;4;0.041976924;(41.0334523, -95.6213267)
Mitchell;2013;4;0.119549845;(43.3564124, -92.7890315)
Monona;2013;4;0.105944838;(42.0516663, -95.9599235)
Monroe;2013;4;0.042750063;(41.0297826, -92.8689877)
Montgomery;2013;4;0.126598057;(41.03014, -95.1563758)
Muscatine;2013;4;0.124951434;(41.4839221, -91.1127562)
O'Brien;2013;4;0.139674594;(43.0837527, -95.6248784)
Osceola;2013;4;0.054906932;(43.3785704, -95.6236852)
Page;2013;4;0.132432572;(40.7391444, -95.1501747)
Palo Alto;2013;4;0.115397969;(43.0820643, -94.6781371)
Plymouth;2013;4;0.129569353;(42.7378346, -96.2140431)
Pocahontas;2013;4;0.077180028;(42.7341351, -94.6787466)
Polk;2013;4;0.195328384;(41.6855048, -93.5735335)
Pottawattamie;2013;4;0.175713393;(41.3366123, -95.5423935)
Poweshiek;2013;4;0.113686562;(41.6864422, -92.5314684)
Ringgold;2013;4;0.045337756;(40.7352023, -94.2439719)
Sac;2013;4;0.082240829;(42.3862604, -95.1053946)
Scott;2013;4;0.177504572;(41.6370978, -90.6232428)
Shelby;2013;4;0.142761897;(41.6850926, -95.3102113)
Sioux;2013;4;0.085269635;(43.0826174, -96.1778827)
Story;2013;4;0.182736299;(42.0362415, -93.4650448)
Tama;2013;4;0.043933674;(42.0798117, -92.5325425)
Taylor;2013;4;0.030584645;(40.7374324, -94.6964148)
Union;2013;4;0.128024907;(41.0277304, -94.2423792)
Van Buren;2013;4;0.030489445;(40.7532294, -91.9499871)
Wapello;2013;4;0.094931217;(41.0305845, -92.4094499)
Warren;2013;4;0.078282504;(41.3343735, -93.5613594)
Washington;2013;4;0.072616563;(41.335591, -91.7178676)
Wayne;2013;4;0.033248198;(40.7394702, -93.3273639)
Webster;2013;4;0.134704385;(42.4279662, -94.1817881)
Winnebago;2013;4;0.138476529;(43.3775678, -93.7341955)
Winneshiek;2013;4;0.108687014;(43.2906746, -91.8437074)
Woodbury;2013;4;0.148770683;(42.3897169, -96.0447673)
Worth;2013;4;0.06388926;(43.3773984, -93.2608476)
Wright;2013;4;0.078585516;(42.7331189, -93.7351465)
Adair;2013;5;0.084311629;(41.3307464, -94.4709413)
Adams;2013;5;0.034555498;(41.0289839, -94.6991849)
Allamakee;2013;5;0.120327379;(43.2842838, -91.3780923)
Appanoose;2013;5;0.118617391;(40.7431635, -92.8686104)
Audubon;2013;5;0.0682921;(41.6845893, -94.9058222)
Benton;2013;5;0.058159185;(42.0801864, -92.0656912)
Black Hawk;2013;5;0.177426816;(42.4700957, -92.3088197)
Boone;2013;5;0.123703915;(42.0365493, -93.931671)
Bremer;2013;5;0.135617141;(42.7745873, -92.3180548)
Buchanan;2013;5;0.13859942;(42.4707777, -91.8378392)
Buena Vista;2013;5;0.190761207;(42.7354936, -95.151149)
Butler;2013;5;0.025044065;(42.7315661, -92.7901934)
Calhoun;2013;5;0.075786017;(42.3851848, -94.6404136)
Carroll;2013;5;0.18367806;(42.0362382, -94.8605593)
Cass;2013;5;0.121689881;(41.3314876, -94.9278266)
Cedar;2013;5;0.055448276;(41.7723207, -91.1324125)
Cerro Gordo;2013;5;0.217609855;(43.0815577, -93.2608184)
Cherokee;2013;5;0.153253073;(42.7356226, -95.6238055)
Chickasaw;2013;5;0.060248614;(43.0600414, -92.3176637)
Clarke;2013;5;0.105510005;(41.0290323, -93.7851579)
Clay;2013;5;0.189115071;(43.0825804, -95.1509194)
Clayton;2013;5;0.052358925;(42.8447493, -91.3414328)
Clinton;2013;5;0.115746519;(41.8980358, -90.5319724)
Crawford;2013;5;0.129866398;(42.0372125, -95.3819678)
Dallas;2013;5;0.073504049;(41.6848862, -94.0397374)
Davis;2013;5;0.023159215;(40.7476891, -92.4097173)
Decatur;2013;5;0.036920453;(40.7376827, -93.7862815)
Delaware;2013;5;0.099639769;(42.471211, -91.3673502)
Des Moines;2013;5;0.110861296;(40.9231829, -91.1814707)
Dickinson;2013;5;0.514078573;(43.3779848, -95.1508301)
Dubuque;2013;5;0.131585808;(42.468832, -90.8824564)
Emmet;2013;5;0.235608691;(43.3780225, -94.6784803)
Fayette;2013;5;0.1005;(42.8625919, -91.8443207)
Floyd;2013;5;0.104987215;(43.0599208, -92.7890033)
Franklin;2013;5;0.081242147;(42.7325458, -93.262473)
Fremont;2013;5;0.005520362;(40.7455892, -95.6046765)
Greene;2013;5;0.058769382;(42.0362394, -94.3968356)
Grundy;2013;5;0.038721543;(42.4018651, -92.7914177)
Guthrie;2013;5;0.049752554;(41.6837548, -94.501055)
Hamilton;2013;5;0.136136245;(42.3837722, -93.7068085)
Hancock;2013;5;0.055738795;(43.0818861, -93.7342723)
Hardin;2013;5;0.176952293;(42.3838803, -93.2404025)
Harrison;2013;5;0.062274849;(41.6828528, -95.8169209)
Henry;2013;5;0.096099401;(40.9879383, -91.5445241)
Howard;2013;5;0.137350572;(43.3567673, -92.3171989)
Humboldt;2013;5;0.139762053;(42.7764686, -94.2071868)
Ida;2013;5;0.112874311;(42.3868747, -95.5134962)
Iowa;2013;5;0.242076909;(41.6863229, -92.065524)
Jackson;2013;5;0.104131215;(42.1717426, -90.5742294)
Jasper;2013;5;0.086775696;(41.6860394, -93.053765)
Jefferson;2013;5;0.074942601;(41.0317596, -91.9488774)
Johnson;2013;5;0.15922823;(41.6715511, -91.5880849)
Jones;2013;5;0.112940804;(42.1212397, -91.1314352)
Keokuk;2013;5;0.036326432;(41.336465, -92.1786426)
Kossuth;2013;5;0.184669146;(43.20413, -94.2067199)
Lee;2013;5;0.125132135;(40.6419764, -91.479264)
Linn;2013;5;0.19231623;(42.0789478, -91.5989646)
Louisa;2013;5;0.041174135;(41.2185073, -91.2596184)
Lucas;2013;5;0.067068846;(41.0293738, -93.3277207)
Lyon;2013;5;0.089509192;(43.380497, -96.2102924)
Madison;2013;5;0.068584168;(41.3307142, -94.0155619)
Mahaska;2013;5;0.070112029;(41.3352035, -92.6409094)
Marion;2013;5;0.116587398;(41.3344515, -93.0994367)
Marshall;2013;5;0.10928238;(42.0358499, -92.9987706)
Mills;2013;5;0.053437982;(41.0334523, -95.6213267)
Mitchell;2013;5;0.069578918;(43.3564124, -92.7890315)
Monona;2013;5;0.102787993;(42.0516663, -95.9599235)
Monroe;2013;5;0.102038105;(41.0297826, -92.8689877)
Montgomery;2013;5;0.069281524;(41.03014, -95.1563758)
Muscatine;2013;5;0.126221146;(41.4839221, -91.1127562)
O'Brien;2013;5;0.215067645;(43.0837527, -95.6248784)
Osceola;2013;5;0.078408216;(43.3785704, -95.6236852)
Page;2013;5;0.090441993;(40.7391444, -95.1501747)
Palo Alto;2013;5;0.118079485;(43.0820643, -94.6781371)
Plymouth;2013;5;0.104540456;(42.7378346, -96.2140431)
Pocahontas;2013;5;0.123912799;(42.7341351, -94.6787466)
Polk;2013;5;0.205995814;(41.6855048, -93.5735335)
Pottawattamie;2013;5;0.16271878;(41.3366123, -95.5423935)
Poweshiek;2013;5;0.137057747;(41.6864422, -92.5314684)
Ringgold;2013;5;0.030213108;(40.7352023, -94.2439719)
Sac;2013;5;0.105939992;(42.3862604, -95.1053946)
Scott;2013;5;0.184214181;(41.6370978, -90.6232428)
Shelby;2013;5;0.119204641;(41.6850926, -95.3102113)
Sioux;2013;5;0.070653625;(43.0826174, -96.1778827)
Story;2013;5;0.115066444;(42.0362415, -93.4650448)
Tama;2013;5;0.078048655;(42.0798117, -92.5325425)
Taylor;2013;5;0.026027947;(40.7374324, -94.6964148)
Union;2013;5;0.115992702;(41.0277304, -94.2423792)
Van Buren;2013;5;0.037158801;(40.7532294, -91.9499871)
Wapello;2013;5;0.142263066;(41.0305845, -92.4094499)
Warren;2013;5;0.088158317;(41.3343735, -93.5613594)
Washington;2013;5;0.111008158;(41.335591, -91.7178676)
Wayne;2013;5;0.016711062;(40.7394702, -93.3273639)
Webster;2013;5;0.166526051;(42.4279662, -94.1817881)
Winnebago;2013;5;0.105178074;(43.3775678, -93.7341955)
Winneshiek;2013;5;0.109610327;(43.2906746, -91.8437074)
Woodbury;2013;5;0.146481237;(42.3897169, -96.0447673)
Worth;2013;5;0.051015344;(43.3773984, -93.2608476)
Wright;2013;5;0.100260401;(42.7331189, -93.7351465)
Adair;2013;6;0.092949777;(41.3307464, -94.4709413)
Adams;2013;6;0.030498458;(41.0289839, -94.6991849)
Allamakee;2013;6;0.099182976;(43.2842838, -91.3780923)
Appanoose;2013;6;0.101640316;(40.7431635, -92.8686104)
Audubon;2013;6;0.055669681;(41.6845893, -94.9058222)
Benton;2013;6;0.045045126;(42.0801864, -92.0656912)
Black Hawk;2013;6;0.163805891;(42.4700957, -92.3088197)
Boone;2013;6;0.088048929;(42.0365493, -93.931671)
Bremer;2013;6;0.126870142;(42.7745873, -92.3180548)
Buchanan;2013;6;0.094560803;(42.4707777, -91.8378392)
Buena Vista;2013;6;0.146989618;(42.7354936, -95.151149)
Butler;2013;6;0.034984644;(42.7315661, -92.7901934)
Calhoun;2013;6;0.066895332;(42.3851848, -94.6404136)
Carroll;2013;6;0.159538417;(42.0362382, -94.8605593)
Cass;2013;6;0.113798364;(41.3314876, -94.9278266)
Cedar;2013;6;0.039258347;(41.7723207, -91.1324125)
Cerro Gordo;2013;6;0.224086689;(43.0815577, -93.2608184)
Cherokee;2013;6;0.090937026;(42.7356226, -95.6238055)
Chickasaw;2013;6;0.049996739;(43.0600414, -92.3176637)
Clarke;2013;6;0.106674959;(41.0290323, -93.7851579)
Clay;2013;6;0.143473422;(43.0825804, -95.1509194)
Clayton;2013;6;0.052870391;(42.8447493, -91.3414328)
Clinton;2013;6;0.098111429;(41.8980358, -90.5319724)
Crawford;2013;6;0.090522315;(42.0372125, -95.3819678)
Dallas;2013;6;0.061764918;(41.6848862, -94.0397374)
Davis;2013;6;0.017820484;(40.7476891, -92.4097173)
Decatur;2013;6;0.030800341;(40.7376827, -93.7862815)
Delaware;2013;6;0.089151824;(42.471211, -91.3673502)
Des Moines;2013;6;0.123918922;(40.9231829, -91.1814707)
Dickinson;2013;6;0.510411827;(43.3779848, -95.1508301)
Dubuque;2013;6;0.123059194;(42.468832, -90.8824564)
Emmet;2013;6;0.072845974;(43.3780225, -94.6784803)
Fayette;2013;6;0.080478537;(42.8625919, -91.8443207)
Floyd;2013;6;0.094094169;(43.0599208, -92.7890033)
Franklin;2013;6;0.072316771;(42.7325458, -93.262473)
Fremont;2013;6;0.007572115;(40.7455892, -95.6046765)
Greene;2013;6;0.048727888;(42.0362394, -94.3968356)
Grundy;2013;6;0.03262578;(42.4018651, -92.7914177)
Guthrie;2013;6;0.045473803;(41.6837548, -94.501055)
Hamilton;2013;6;0.076249022;(42.3837722, -93.7068085)
Hancock;2013;6;0.037052008;(43.0818861, -93.7342723)
Hardin;2013;6;0.132867584;(42.3838803, -93.2404025)
Harrison;2013;6;0.04342481;(41.6828528, -95.8169209)
Henry;2013;6;0.083496004;(40.9879383, -91.5445241)
Howard;2013;6;0.118660449;(43.3567673, -92.3171989)
Humboldt;2013;6;0.13096317;(42.7764686, -94.2071868)
Ida;2013;6;0.095405062;(42.3868747, -95.5134962)
Iowa;2013;6;0.158127035;(41.6863229, -92.065524)
Jackson;2013;6;0.111634546;(42.1717426, -90.5742294)
Jasper;2013;6;0.078126532;(41.6860394, -93.053765)
Jefferson;2013;6;0.06184191;(41.0317596, -91.9488774)
Johnson;2013;6;0.12332202;(41.6715511, -91.5880849)
